filename,server,serverIP,doclength,concurrency,time,compreq,failreq,tottran,htmltran,reqpersec,timeperreqall,timeperreq,transrate,type
cs736_micro_iperf.pem,cs736
getData.sh,getData.sh
small2_nginx_c_290,nginx/1.4.6,52.38.107.208,612,29,3.013,1000,0,853000,612000,331.93,87.367,3.013,276.50,small2
small2_nginx_c_30,nginx/1.4.6,52.38.107.208,612,3,2.155,1000,0,853000,612000,464.00,6.466,2.155,386.51,small2
small2_nginx_c_300,nginx/1.4.6,52.38.107.208,612,30,1.458,1000,0,853000,612000,685.90,43.738,1.458,571.36,small2
small2_nginx_c_310,nginx/1.4.6,52.38.107.208,612,31,2.889,1000,0,853000,612000,346.15,89.556,2.889,288.35,small2
small2_nginx_c_320,nginx/1.4.6,52.38.107.208,612,32,1.798,1000,0,853000,612000,556.32,57.521,1.798,463.42,small2
small2_nginx_c_330,nginx/1.4.6,52.38.107.208,612,33,1.715,1000,0,853000,612000,583.16,56.588,1.715,485.77,small2
small2_nginx_c_340,nginx/1.4.6,52.38.107.208,612,34,1.474,1000,0,853000,612000,678.42,50.116,1.474,565.13,small2
small2_nginx_c_350,nginx/1.4.6,52.38.107.208,612,35,1.129,1000,0,853000,612000,885.99,39.504,1.129,738.03,small2
small2_nginx_c_360,nginx/1.4.6,52.38.107.208,612,36,1.545,1000,0,853000,612000,647.10,55.633,1.545,539.04,small2
small2_nginx_c_370,nginx/1.4.6,52.38.107.208,612,37,14.052,1000,0,853000,612000,71.16,519.935,14.052,59.28,small2
small2_nginx_c_380,nginx/1.4.6,52.38.107.208,612,38,9.510,1000,0,853000,612000,105.15,361.398,9.510,87.59,small2
small2_nginx_c_390,nginx/1.4.6,52.38.107.208,612,39,2.191,1000,0,853000,612000,456.32,85.467,2.191,380.11,small2
small2_nginx_c_40,nginx/1.4.6,52.38.107.208,612,4,15.638,1000,0,853000,612000,63.95,62.552,15.638,53.27,small2
small2_nginx_c_400,nginx/1.4.6,52.38.107.208,612,40,2.949,1000,0,853000,612000,339.08,117.966,2.949,282.46,small2
small2_nginx_c_410,nginx/1.4.6,52.38.107.208,612,41,3.134,1000,0,853000,612000,319.05,128.506,3.134,265.77,small2
small2_nginx_c_420,nginx/1.4.6,52.38.107.208,612,42,2.129,1000,0,853000,612000,469.80,89.399,2.129,391.35,small2
small2_nginx_c_430,nginx/1.4.6,52.38.107.208,612,43,2.373,1000,0,853000,612000,421.34,102.055,2.373,350.98,small2
small2_nginx_c_440,nginx/1.4.6,52.38.107.208,612,44,4.428,1000,0,853000,612000,225.85,194.819,4.428,188.13,small2
small2_nginx_c_450,nginx/1.4.6,52.38.107.208,612,45,3.061,1000,0,853000,612000,326.73,137.729,3.061,272.17,small2
small2_nginx_c_460,nginx/1.4.6,52.38.107.208,612,46,1.044,1000,0,853000,612000,958.19,48.007,1.044,798.18,small2
small2_nginx_c_470,nginx/1.4.6,52.38.107.208,612,47,2.203,1000,0,853000,612000,453.92,103.541,2.203,378.12,small2
small2_nginx_c_480,nginx/1.4.6,52.38.107.208,612,48,3.458,1000,0,853000,612000,289.17,165.994,3.458,240.88,small2
small2_nginx_c_490,nginx/1.4.6,52.38.107.208,612,49,1.319,1000,0,853000,612000,758.37,64.612,1.319,631.73,small2
small2_nginx_c_50,nginx/1.4.6,52.38.107.208,612,5,1.756,1000,0,853000,612000,569.34,8.782,1.756,474.26,small2
small2_nginx_c_500,nginx/1.4.6,52.38.107.208,612,50,1.159,1000,0,853000,612000,862.92,57.943,1.159,718.82,small2
small2_nginx_c_510,nginx/1.4.6,52.38.107.208,612,51,1.922,1000,0,853000,612000,520.39,98.004,1.922,433.49,small2
small2_nginx_c_520,nginx/1.4.6,52.38.107.208,612,52,2.005,1000,0,853000,612000,498.68,104.275,2.005,415.41,small2
small2_nginx_c_530,nginx/1.4.6,52.38.107.208,612,53,1.328,1000,0,853000,612000,753.02,70.383,1.328,627.27,small2
small2_nginx_c_540,nginx/1.4.6,52.38.107.208,612,54,1.443,1000,0,853000,612000,692.90,77.933,1.443,577.19,small2
small2_nginx_c_550,nginx/1.4.6,52.38.107.208,612,55,1.163,1000,0,853000,612000,859.82,63.967,1.163,716.24,small2
small2_nginx_c_560,nginx/1.4.6,52.38.107.208,612,56,2.564,1000,0,853000,612000,389.98,143.596,2.564,324.86,small2
small2_nginx_c_570,nginx/1.4.6,52.38.107.208,612,57,2.258,1000,0,853000,612000,442.83,128.716,2.258,368.88,small2
small2_nginx_c_580,nginx/1.4.6,52.38.107.208,612,58,1.607,1000,0,853000,612000,622.14,93.227,1.607,518.25,small2
small2_nginx_c_590,nginx/1.4.6,52.38.107.208,612,59,2.100,1000,0,853000,612000,476.12,123.919,2.100,396.61,small2
small2_nginx_c_60,nginx/1.4.6,52.38.107.208,612,6,0.916,1000,0,853000,612000,1091.85,5.495,0.916,909.52,small2
small2_nginx_c_600,nginx/1.4.6,52.38.107.208,612,60,1.108,1000,0,853000,612000,902.35,66.493,1.108,751.66,small2
small2_nginx_c_610,nginx/1.4.6,52.38.107.208,612,61,4.712,1000,0,853000,612000,212.20,287.459,4.712,176.77,small2
small2_nginx_c_620,nginx/1.4.6,52.38.107.208,612,62,24.730,1000,0,853000,612000,40.44,1533.276,24.730,33.68,small2
small2_nginx_c_630,nginx/1.4.6,52.38.107.208,612,63,4.530,1000,0,853000,612000,220.74,285.404,4.530,183.88,small2
